customer_id,state,order_value,items_count,is_promo,customer_tenure_days,lifetime_return_rate,pages_viewed,cart_abandon_rate,segment
430,Tripura,740.6982511,3,0.5,899,0.105,6,0.09,1
431,Arunachal Pradesh,172.9705788,3,0,1186,0.23,4,0.1,3
431,Jharkhand,492.7616245,2,0,306,0.09,3,0.17,0
432,Assam,1103.554104,1,0.5,1351.5,0.085,3.5,0.33,3
432,Goa,1311.471842,3,0,392,0.11,7,0.21,0
432,Jharkhand,1760.663949,2,0.5,777.5,0.17,1,0.445,2
432,Maharashtra,780.097088,1,0,406,0.16,4,0.25,0
432,Meghalaya,1548.740699,3,0,683,0.12,5,0.42,0
432,Nagaland,50,3,0,147,0.09,3,0.27,0
432,Sikkim,1917.121213,1.5,0.5,892.5,0.13,3,0.23,2
432,Uttarakhand,984.9314451,1,0,1113,0.3,5,0.25,3
433,Chhattisgarh,664.6652759,1,0,1053,0.12,6,0.29,3
433,Haryana,2629.186591,2,0,749,0.29,5,0.37,3
433,Karnataka,1129.465436,1,1,1059,0.19,6,0.46,2
434,Andhra Pradesh,2521.584666,2,1,1205,0.13,6,0.23,2
434,Uttar Pradesh,1498.260457,1,0,190,0.06,9,0.19,1
435,Bihar,1207.829172,2,1,1268,0.06,6,0.09,2
435,Chhattisgarh,604.3129415,3,1,668,0.14,6,0.46,2
435,Goa,2138.28736,1,0,191,0.19,6,0.23,0
435,Jammu and Kashmir,938.4932712,2,0,161,0.19,8,0.32,1
435,Uttar Pradesh,454.903245,1,0,1342,0.1,6,0.11,3
436,Arunachal Pradesh,1524.287337,2,0,1083,0.22,4,0.14,3
436,Gujarat,513.8281345,4,0,453,0.15,5,0.32,0
436,Haryana,1189.160466,3,0,768,0.13,4,0.32,3
436,Himachal Pradesh,999.5389077,6,0,545,0.21,4,0.1,0
436,Kerala,2207.734389,3,0,449,0.15,7,0.25,0
436,Tamil Nadu,2689.582144,2,0,169,0.13,4,0.39,0
436,Uttarakhand,702.7274929,2,1,85,0.23,9,0.32,1
437,Jammu and Kashmir,862.6305003,2,1,887,0.33,6,0.27,2
437,Mizoram,2120.63359,2,1,196,0.21,5,0.4,2
437,Nagaland,990.6417566,5,0,1471,0.15,4,0.28,3
437,Odisha,1278.355054,2,1,577,0.2,6,0.29,2
437,Rajasthan,2120.211323,1.333333333,0,818.6666667,0.163333333,5.333333333,0.336666667,3
437,Uttarakhand,2787.170991,1,1,206,0.21,5,0.39,2
438,Goa,1831.415538,3,1,771,0.06,3,0.26,2
438,Himachal Pradesh,2121.825902,3,0,1476,0.26,14,0.55,1
438,Karnataka,1400.436892,1,1,175,0.26,8,0.26,1
438,Meghalaya,1736.83222,1,0,809,0.25,4,0.01,3
438,Sikkim,50,4,0,256,0.19,4,0.38,0
438,Uttar Pradesh,1750.279247,1.5,0,357,0.245,5,0.45,0
439,Andhra Pradesh,2082.751158,3,0,628,0.05,1,0.43,0
439,Haryana,1656.953351,3,0,462,0.19,8,0.05,1
439,Madhya Pradesh,1318.53074,4,1,162,0.22,4,0.37,2
439,Maharashtra,1913.780076,7,0,640,0.16,4,0.35,3
439,Meghalaya,1445.946855,1.5,0.5,1094,0.29,3,0.295,3
439,Punjab,1694.908447,2,0,537,0.13,6,0.12,0
440,Goa,1028.672033,4,1,603,0.17,2,0.16,2
440,Mizoram,3197.571068,2,0,885,0.32,4,0.23,3
440,West Bengal,2195.92738,5,0,966,0.26,4,0.21,3
441,Arunachal Pradesh,1600.577542,1,1,1024,0.2,5,0.26,2
441,Assam,1705.355599,1,0,31,0.06,3,0.3,0
441,Bihar,2307.165433,1,0,864,0.11,6,0.15,3
441,Manipur,1005.237589,1,0,637,0.07,5,0.34,0
441,Mizoram,666.8701731,3,0,23,0.2,3,0.26,0
441,Odisha,3655.582071,2,1,830,0.3,6,0.58,2
441,Uttar Pradesh,575.7444894,1,1,1444,0.11,7,0.72,2
441,Uttarakhand,880.7893774,5,0,340,0.03,4,0.64,0
442,Bihar,1256.954571,2,1,195,0.19,5,0.19,2
442,Madhya Pradesh,1261.853212,6,1,34,0.19,4,0.12,2
442,Manipur,50,2,0,49,0.15,6,0.15,0
442,Tripura,642.8048418,1,0,720,0.09,3,0.22,0
442,Uttar Pradesh,1706.033355,2,0,1497,0.08,2,0.37,3
442,West Bengal,2029.493014,4,1,447,0.13,5,0.27,2
443,Assam,204.9528361,3,1,114,0.1,8,0.49,1
443,Goa,489.8603904,2,0,249,0.19,2,0.16,0
443,Haryana,2061.763523,2,0,855,0.14,8,0.12,1
444,Arunachal Pradesh,1486.286806,1,0,248,0.25,6,0.23,0
444,Himachal Pradesh,1195.102137,2,1,1313,0.34,5,0.12,2
444,Meghalaya,2267.092094,2,0,1471,0.08,7,0.21,3
444,Odisha,1031.462523,2,0,703,0.18,4,0.3,0
444,Uttar Pradesh,1129.864823,3,1,587,0.265,4.5,0.035,2
445,Assam,1665.702894,1,0,1420,0.17,2,0.43,3
445,Manipur,318.2804945,1.5,0.5,652,0.2,6,0.305,1
445,Odisha,2628.438731,1,0,736,0.02,6,0.19,0
445,Rajasthan,2456.691369,3,1,749,0.03,7,0.13,2
446,Goa,2222.849055,2,1,279,0.05,1,0.45,2
446,Jharkhand,1023.614171,1,1,548,0.17,6,0.46,2
446,Odisha,1421.866359,5,0.5,1002.5,0.09,4.5,0.265,3
447,Haryana,1689.089618,2,0,810.5,0.115,4,0.195,3
447,Maharashtra,821.7347618,1,1,781,0.21,6,0.47,2
448,Arunachal Pradesh,371.2818525,1,1,371,0.23,1,0.31,2
448,Haryana,3008.084724,4,1,232,0.19,5,0.47,2
448,Karnataka,50,2,1,390,0.2,4,0.23,2
448,Rajasthan,860.1636199,4,0,813,0.06,10,0.5,1
448,Uttarakhand,1758.508359,3,0,748,0.14,4,0.37,3
449,Chhattisgarh,2482.524141,1,0,878,0.01,5,0.19,3
449,Jammu and Kashmir,2379.55358,3,1,823,0.07,4,0.19,2
449,Rajasthan,963.18839,1,1,1399,0.11,8,0.35,1
449,West Bengal,1641.663261,1,1,323,0.35,7,0.22,2
450,Assam,2808.233364,1.5,1,659,0.16,3,0.28,2
450,Goa,2151.610588,3,0,1109,0.23,5,0.51,3
450,Haryana,473.5623166,1,0,520.5,0.14,4.5,0.37,0
450,Mizoram,2567.690791,1,1,1056,0.22,2,0.31,2
451,Goa,1396.218892,1,0,952,0.04,7,0.32,1
451,Madhya Pradesh,753.7494278,1,0,1425,0.19,2,0.32,3
451,Manipur,633.1115646,2,0,571,0.18,6,0.5,0
451,Meghalaya,2065.925559,1,0,205,0.17,3,0.49,0
451,Mizoram,1332.588394,1,1,1021,0.14,6,0.17,2
451,Tamil Nadu,1777.812193,1,0,701,0.1,5,0.22,0
452,Chhattisgarh,2028.034045,1,1,1016,0.2,4,0.4,2
452,Jammu and Kashmir,1684.417628,3,0,1347,0.14,5,0.06,3
452,Nagaland,1737.943477,2,0.5,364.5,0.185,9,0.115,1
452,Odisha,1043.093802,1,1,1454,0.17,4,0.02,2
452,Uttar Pradesh,2697.461133,2,1,593,0.32,7,0.64,2
452,West Bengal,1129.660479,1,1,607,0.03,5,0.6,2
453,Mizoram,1353.82301,2.5,0.5,528,0.19,5,0.19,0
453,Uttarakhand,269.603483,2,0,796,0.2,1,0.43,3
454,Assam,1555.32658,1,0,1250,0.28,2,0.14,3
454,Punjab,2085.501581,5,0,421,0.01,6,0.09,0
455,Andhra Pradesh,1596.034015,1,1,885,0.15,3,0.14,2
455,Himachal Pradesh,1340.473114,2,1,1139,0.02,5,0.18,2
455,Jammu and Kashmir,1175.53907,1,0,428,0.1,5,0.43,0
455,Jharkhand,1410.030717,4.5,0.5,778,0.235,5,0.28,2
455,Manipur,2414.14166,2,0,676,0.15,6,0.23,0
455,Meghalaya,2260.795683,1,0,680,0.18,3,0.37,0
455,Uttar Pradesh,1741.364391,4,0,124,0.12,1,0.26,0
456,Assam,2221.893934,1,0,561,0.13,6,0.4,0
456,Gujarat,2144.66009,3,0,378,0.19,3,0.13,0
456,Haryana,952.4157713,5,0,15,0.23,2,0.33,0
457,Goa,2313.268372,2,1,288,0.1,4,0.36,2
458,Bihar,50,2,0,1082,0.14,3,0.4,3
458,Jharkhand,2794.3903,1,1,1016,0.15,4,0.28,2
458,Uttarakhand,1217.239929,2,0,1126,0.03,5,0.74,3
459,Kerala,1882.4428,1,0,434,0.04,6,0.17,0
459,Tamil Nadu,3705.706947,1,0,523,0.1,10,0.33,1
459,Tripura,2982.658917,4,0,1231,0,3,0.42,3
460,Gujarat,757.3153673,2,0,404,0.02,6,0.16,0
460,Manipur,1228.628715,4,0,437,0.04,7,0.13,0
460,Uttar Pradesh,2373.082367,1,0,785,0.07,5,0.25,3
461,Andhra Pradesh,1290.247451,1,1,1477,0.27,5,0.31,2
461,Haryana,1410.341991,1,1,931,0.22,9,0.85,1
461,Himachal Pradesh,2787.527734,3,0,508,0.19,4,0.45,0
461,Manipur,2801.921072,3,0,481,0.27,6,0.25,0
461,Punjab,1843.37541,1,0,139,0.15,2,0.42,0
461,Tamil Nadu,1881.233878,1,0,813,0.165,4.5,0.39,3
462,Chhattisgarh,1522.848211,1,0,1034,0.1,4,0.32,3
462,Goa,2830.965541,1,1,397,0.25,8,0.23,1
462,Himachal Pradesh,450.7693372,1,1,1433,0.04,8,0.28,1
462,Odisha,1842.733739,2,0,487,0.36,5,0.25,0
462,Punjab,696.5725591,1,1,130,0.03,7,0.09,2
462,Rajasthan,788.1131029,1,1,151,0.16,5,0.22,2
463,Jharkhand,2224.641524,3,0,304,0.17,2,0.01,0
463,Punjab,1136.386144,3,0,511,0.26,4,0.09,0
463,Tamil Nadu,1669.867974,2,1,1317,0.17,3,0.24,2
463,Uttar Pradesh,390.38301,4,0,671,0.13,4,0.38,0
464,Himachal Pradesh,610.4912603,1,0,43,0.04,4,0.43,0
464,Jharkhand,50,1,1,617,0.07,6,0.41,2
464,Manipur,1787.768503,1,0,645,0.13,4,0.35,0
464,Uttar Pradesh,1803.794301,3,1,274,0.21,6,0.09,2
465,Manipur,1619.288227,1,1,791,0.03,8,0.18,1
465,Odisha,2057.545842,2,1,555,0.23,6,0.24,2
465,West Bengal,556.7112191,2,1,1458,0.23,5,0.41,2
466,Assam,2152.966315,3,1,856,0.05,8,0.33,1
466,Nagaland,1805.27402,1,0,666,0.07,6,0.41,0
466,Punjab,2528.191141,3,1,668,0.07,5,0.24,2
466,Tripura,1555.419143,2,0,951.5,0.11,3,0.185,3
467,Assam,1318.030709,3,1,1198,0.24,5,0.32,2
467,Haryana,2097.770331,2,0,271.5,0.12,7.5,0.405,0
467,Jammu and Kashmir,2965.00336,2,1,1167,0.09,2,0.21,2
467,Madhya Pradesh,1871.686266,1,1,812,0.13,4,0.34,2
467,Mizoram,1170.714185,2.5,1,298.5,0.11,5.5,0.385,2
467,Nagaland,1699.68064,2,1,61,0.24,3,0.15,2
467,Punjab,50,2,1,677,0.04,8,0.22,1
467,West Bengal,2476.353439,3,0,36,0.03,5,0.25,0
468,Gujarat,1627.26341,1,1,1035,0.06,9,0.37,1
468,Himachal Pradesh,1826.489056,1,0,1263,0.25,3,0.44,3
468,Jammu and Kashmir,2196.870764,2,0,542,0.09,2,0.29,0
468,Jharkhand,1685.838233,2,1,635,0.37,1,0.37,2
468,Uttarakhand,1871.236806,1,1,1262,0.08,8,0.19,1
469,Assam,1310.509592,1,0,1097,0.16,6,0.6,3
469,Gujarat,560.201793,2,0,315,0.22,1,0.4,0
469,Madhya Pradesh,2077.253884,8,1,838,0.23,7,0.34,1
469,Maharashtra,1481.902567,1,1,1057,0.24,1,0.22,2
469,Mizoram,50,1,0,928,0.23,6,0.27,3
469,Uttar Pradesh,752.1153039,7,1,141,0.41,5,0.36,2
470,Jharkhand,1398.351246,1,0,558,0.18,2,0.66,0
470,Karnataka,1002.28977,3,1,973,0.19,2,0.19,2
470,Maharashtra,1925.554085,1,0,375,0.15,4,0.52,0
470,Odisha,2128.477031,2,0,1364,0.09,3,0.3,3
470,Tamil Nadu,2285.10901,1,1,1175,0.2,5,0.37,2
470,Uttar Pradesh,2194.534567,5,1,442,0.04,1,0.26,2
470,West Bengal,472.9832261,1,0,1050,0.24,6,0.24,3
471,Goa,1504.855459,1,0,1106,0.21,4,0.37,3
471,Kerala,2165.660151,1,0,1025,0.13,6,0.34,3
471,Mizoram,946.3880406,2,0,1165,0.17,3,0.15,3
471,Tamil Nadu,2051.181731,2,0,1130,0.2,10,0.24,1
471,Uttar Pradesh,50,3,1,1397,0.07,4,0.52,2
472,Arunachal Pradesh,287.9120511,3,1,87,0.21,6,0.49,2
472,Bihar,2560.064298,1,1,53,0.13,5,0.34,2
472,Haryana,1073.024409,1,0,1187,0.22,6,0.36,3
472,Jharkhand,2699.639986,2,0,1216,0.06,8,0.37,1
472,Maharashtra,3104.214305,2,1,428,0.18,4,0.22,2
472,Uttar Pradesh,1237.352397,2,0,324,0.01,6,0.13,0
472,West Bengal,2096.511363,1,0,1498,0.16,6,0.16,3
473,Chhattisgarh,793.8768823,3,0,1208,0.14,5,0.27,3
473,Haryana,1552.133161,2,0,801,0.19,4,0.42,3
473,Maharashtra,1457.419666,3,1,163,0.34,4,0.36,2
473,Mizoram,1611.031906,4,0,484,0.025,3,0.29,0
473,Punjab,1021.49464,2,1,1364,0.14,8,0.37,1
473,Uttarakhand,94.14385598,3,0,1350,0.22,7,0.54,3
474,Andhra Pradesh,1289.278294,2,1,92,0.24,7,0.29,2
474,Jharkhand,524.1471225,2,1,347,0.16,6,0.58,2
474,Madhya Pradesh,2543.604803,1,0,766,0.11,2,0.15,3
474,Uttar Pradesh,917.5928855,2,1,579,0.35,4,0.19,2
475,Arunachal Pradesh,763.7949485,1,0,281,0.12,9,0.14,1
475,Goa,88.55576089,1,1,913,0.14,4,0.48,2
475,Himachal Pradesh,1222.821482,1,0,483,0.06,4,0.56,0
475,Maharashtra,1286.275939,2,0,718,0.25,6,0.47,0
475,Mizoram,2113.465078,2,0,555,0.16,4,0.45,0
475,Punjab,1469.539267,3,0,1215,0.15,2,0.21,3
476,Arunachal Pradesh,2237.238897,3,1,621,0.16,4,0.24,2
476,Assam,987.9678251,2,1,983,0.26,3,0.05,2
476,Goa,1641.964165,1,0,516,0.1,3,0.1,0
476,Gujarat,492.9745524,1,1,715,0.06,7,0.35,2
476,Jammu and Kashmir,541.0980334,3,0,439,0.18,8,0.11,1
476,Meghalaya,1237.81078,1.5,0,622,0.225,7,0.46,1
476,Nagaland,1203.758799,4,0,537,0.1,5,0.16,0
477,Himachal Pradesh,60.5136833,2,0,1308,0.11,2,0.11,3
477,Karnataka,346.024386,2,0,1305,0.15,7,0.38,3
477,Rajasthan,1432.465198,2,0,1430,0.135,6,0.15,3
477,Uttarakhand,1506.400937,1,1,535,0.28,5,0.32,2
478,Arunachal Pradesh,1135.435373,2,1,1127,0.01,3,0.43,2
478,Bihar,1133.47591,1.5,0.5,805,0.15,3,0.05,2
478,Chhattisgarh,1532.582675,5,0,761,0.02,5,0.26,3
478,Gujarat,2659.031221,2,0,1296,0.14,5,0.29,3
478,Madhya Pradesh,504.3373739,3,0,1256,0.02,5,0.22,3
478,West Bengal,2560.903256,1,0,111,0.18,4,0.45,0
479,Haryana,1200.40908,2,0,258,0.07,5,0.24,0
479,Maharashtra,1036.844437,1,0,325,0.19,3,0.34,0
479,Manipur,1295.795616,3,1,1187,0.04,2,0.02,2
479,Tripura,1370.008349,3,0,58,0.22,5,0.25,0
480,Arunachal Pradesh,1617.599527,1,0,201,0.16,6,0.19,0
480,Assam,1730.59388,2,1,1053,0.05,9,0.35,1
480,Chhattisgarh,1355.110791,3,0.5,1156.5,0.135,2.5,0.3,3
480,Gujarat,3226.0599,2,1,1279,0.01,10,0.02,1
480,Himachal Pradesh,2240.273255,1,0,235,0.37,6,0.18,0
480,Jharkhand,1440.98042,3,0,541,0.22,2,0.41,0
480,Manipur,2223.166297,1,0,485,0.25,6,0.24,0
480,Meghalaya,2409.626382,2,0.333333333,981.3333333,0.156666667,6,0.366666667,3
480,Punjab,3958.68027,2,1,1184,0.34,7,0.3,2
480,Sikkim,1667.646033,1,0,1461,0.33,9,0.48,1
480,Uttar Pradesh,957.8794439,6,0,230,0.29,4,0.44,0
481,Maharashtra,910.7608589,1,1,861,0.19,11,0.3,1
481,Manipur,2547.898098,3,1,847,0.01,4,0.12,2
481,Mizoram,1466.22007,1,0,811,0.33,1,0.26,3
481,Rajasthan,1512.198811,2,1,1060,0.18,6,0.48,2
481,Sikkim,1068.869335,3,0.5,694,0.175,3,0.28,2
481,West Bengal,50,2,1,278,0.2,3,0.07,2
482,Karnataka,127.6972319,1,0,86,0.17,3,0.16,0
482,Meghalaya,1414.907111,4,0,1458,0.05,12,0.33,1
482,Odisha,1938.502704,1,1,205,0.28,5,0.02,2
482,Rajasthan,888.8207932,5,0,897,0.15,5,0.39,3
482,Tamil Nadu,1997.023839,2,0,239,0.2,1,0.36,0
483,Goa,1786.475449,1.5,0.5,715,0.23,7,0.23,1
483,Haryana,680.510584,1,0,947,0.25,5,0.32,3
483,Himachal Pradesh,1026.579672,1,1,270,0.16,6,0.27,2
483,Manipur,1957.519562,3,0,759,0.21,3,0.18,3
483,Nagaland,1633.534626,2,1,1479,0.09,1,0.38,2
483,Punjab,1006.144602,1,0,477,0.22,7,0.03,0
484,Jammu and Kashmir,1408.341193,3,1,446.5,0.295,3.5,0.185,2
484,Jharkhand,663.8802861,1,1,1422,0.1,2,0.34,2
484,Madhya Pradesh,1951.86484,3,1,633,0.1,6,0.34,2
484,Tamil Nadu,984.1117547,4,1,922,0.23,3,0.19,2
484,Uttarakhand,1252.119416,2,0,1272,0.16,6,0.28,3
485,Bihar,599.673585,1,1,492,0.09,1,0.07,2
485,Jammu and Kashmir,3393.26612,3,1,1131,0.06,8,0.45,1
486,Chhattisgarh,2325.005241,3,1,1255,0.19,3,0.41,2
486,Mizoram,50,1,0,320,0.17,7,0.51,0
486,Nagaland,2167.082977,1,0,67,0.17,6,0.06,0
486,Sikkim,791.9778736,2,1,1016,0.13,2,0.64,2
486,Tripura,3173.009033,1,0,1096,0.11,6,0.37,3
487,Arunachal Pradesh,2562.694609,2,1,27,0.23,3,0.46,2
487,Chhattisgarh,2036.083273,1,0,978,0.05,2,0.26,3
487,Haryana,1639.21263,3,1,97,0.17,6,0.45,2
487,Manipur,1742.97264,1,1,1146,0.02,3,0.1,2
487,Nagaland,1148.317508,2,1,1292,0.14,3,0.27,2
487,Punjab,989.6082935,3,1,1143,0.1,4,0.06,2
487,Uttarakhand,1962.378495,3,0,178,0.1,4,0.24,0
488,Karnataka,2697.208163,1,1,1432,0.12,2,0.01,2
488,Kerala,1224.399752,1,0,446,0.03,8,0.28,1
488,Maharashtra,2854.489541,2,1,775,0,5,0.41,2
488,Manipur,1505.61831,1,0,676,0.03,5,0.4,0
488,Punjab,521.4570593,2,1,18,0.14,6,0.19,2
489,Himachal Pradesh,787.1728293,5,1,996,0.2,6,0.11,2
489,Meghalaya,181.7740749,2,0,1442,0.21,8,0.22,1
489,West Bengal,455.1394399,2,0,365,0.09,2,0.52,0
490,Assam,2188.742979,2.333333333,0.666666667,564.3333333,0.083333333,4,0.293333333,2
490,Chhattisgarh,1479.937347,1,0,1193,0.1,8,0.29,1
490,Haryana,1699.452052,4,1,324,0.14,5,0.14,2
490,Jharkhand,1282.578316,6,1,1486,0.11,12,0.32,1
491,Rajasthan,1982.048306,1,0,1281,0.14,3,0.31,3
491,Tripura,1967.763247,2,0,162,0.16,8,0.04,1
491,Uttarakhand,1102.966482,2,0,1119,0.05,5,0.39,3
492,Goa,1654.12772,2,0,1398,0.14,4,0.26,3
492,Gujarat,922.120952,2,0,640,0.16,6,0.37,0
492,Jammu and Kashmir,1489.293947,3,0,606,0.22,2,0.27,0
492,Jharkhand,2609.604666,1,0,677,0.16,6,0.25,0
492,Kerala,2003.67298,1,0,505,0.09,4,0.25,0
492,Madhya Pradesh,1456.584045,3,1,1435,0.18,3,0.44,2
492,Meghalaya,1552.858574,3,0,1452,0.18,6,0.2,3
492,Punjab,738.27789,3,0,361,0.04,9,0.5,1
492,Tamil Nadu,1877.669144,2.5,0.5,302.5,0.145,5.5,0.205,0
493,Kerala,2740.134875,2,0,909,0.03,4,0.2,3
493,Manipur,409.2721972,1,0,1472,0.21,3,0.26,3
493,Odisha,2927.171525,2,0,85,0.16,4,0.44,0
493,Uttarakhand,1326.754664,2,0,1022,0.14,3,0.39,3
494,Assam,2701.84272,2,1,763,0.12,3,0.3,2
494,Manipur,2295.975355,1,0,1035,0.07,6,0.28,3
494,Nagaland,1485.721089,2,0,195,0.13,7,0.31,0
494,West Bengal,1885.586429,1,1,660,0.13,2,0.19,2
495,Arunachal Pradesh,2754.565158,2,1,666,0.19,8,0.54,1
495,Goa,1717.021041,2,0,1298,0.25,2,0.36,3
495,Himachal Pradesh,2114.332643,1,1,999,0.01,3,0.35,2
495,Madhya Pradesh,1446.767462,2,0,538,0,4,0.22,0
496,Bihar,1144.167988,3,0.5,782,0.115,3,0.28,2
496,Mizoram,1807.715205,3,0,562,0.25,4,0.19,0
496,Rajasthan,1734.484896,2,0,365,0.07,4,0.09,0
497,Arunachal Pradesh,1165.2014,3,0,87,0.15,2,0.34,0
497,Bihar,2110.333311,1,0,502,0.15,5,0.46,0
497,Goa,480.8333314,1,1,452,0.07,3,0.35,2
497,Himachal Pradesh,1970.134626,2,0,101,0.04,3,0.08,0
497,Maharashtra,1516.36625,6,1,35,0.27,4,0.25,2
497,Meghalaya,878.0613662,1,0,761,0.04,5,0.29,0
498,Andhra Pradesh,1351.009329,2,1,917,0.36,2,0.38,2
498,Arunachal Pradesh,740.7555252,2,0,1486,0.17,9,0.3,1
498,Kerala,1950.482666,4,0,1021,0.15,5,0.39,3
498,Manipur,159.5122209,3,1,1023,0.17,3,0.51,2
498,Meghalaya,2442.657219,1,0,74,0.1,3,0.29,0
498,Odisha,1799.13112,1,0,407,0.16,2,0.29,0
498,Uttar Pradesh,2526.234285,2,0,136,0.06,1,0.39,0
499,Arunachal Pradesh,2877.517158,4,0,1008,0.23,10,0.11,1
499,Gujarat,942.5824178,2,1,1300,0.01,4,0.26,2
499,Himachal Pradesh,1594.580192,2,1,522,0.26,10,0.12,1
499,Manipur,2498.154062,2,1,194,0.15,10,0.22,1
499,Meghalaya,50,1,0,357,0.06,4,0.4,0
500,Andhra Pradesh,2102.297734,1,0,829,0.15,5,0.28,3
500,Bihar,471.5274353,1,0,742,0.16,6,0.36,0
500,Gujarat,91.46367395,1,0,28,0.17,5,0.66,0
500,Jammu and Kashmir,1552.779602,1,1,1359,0.13,6,0.32,2
500,Nagaland,1271.00589,4,0,1313,0.12,4,0.29,3
500,Punjab,1669.568798,3,0,604,0.22,5,0.52,0
500,Tripura,1817.149707,4,0,1407,0.28,2,0.45,3
501,Karnataka,1286.489525,3,0,1092,0.08,7,0.38,3
501,Meghalaya,784.3238241,1,0,626,0.03,5,0.05,0
501,Mizoram,1153.343487,6,1,10,0.1,3,0.34,2
501,Rajasthan,645.2927464,4,1,1236,0.15,5,0.35,2
501,West Bengal,2485.942968,2,1,715,0.18,3,0.05,2
502,Chhattisgarh,393.519217,1,1,58,0.24,1,0.3,2
502,Haryana,1464.066858,2,0,961,0.1,7,0.33,1
502,Karnataka,1623.975982,1,0,1043,0.075,2.5,0.325,3
502,Meghalaya,1116.905698,5,0,431,0.18,4,0.28,0
502,Uttar Pradesh,1187.747019,2,0,427.5,0.065,5,0.235,0
502,Uttarakhand,1254.883723,1,0,1247,0.09,6,0.31,3
503,Andhra Pradesh,1471.918986,1,0,457,0.19,3,0.04,0
503,Assam,3288.145093,2,0,388,0.1,8,0.29,1
503,Gujarat,619.0341303,1,0,266,0.16,6,0.26,0
503,Madhya Pradesh,551.3404521,1,0,89,0.08,10,0.12,1
503,Mizoram,1309.060647,1,0,1429,0.17,3,0.46,3
503,Sikkim,2166.975673,1,1,267,0.3,4,0.3,2
503,Tamil Nadu,1130.088861,4,1,587,0.25,4,0.15,2
504,Bihar,1299.973065,2,1,697,0.23,5,0.35,2
504,Madhya Pradesh,911.0450912,1,0,442,0.28,6,0.23,0
504,Odisha,1444.646174,3,0,1167,0.18,5,0.33,3
504,Uttarakhand,1786.043339,4,0,827,0.15,7,0.33,1
505,Kerala,1244.217021,2,0,587,0.08,5,0.04,0
505,Mizoram,798.8626884,1,0,891,0.25,3,0.35,3
506,Assam,1330.379114,3,0,487,0.22,5,0.34,0
506,Kerala,1912.442855,1,0,340,0.06,4,0.23,0
506,Nagaland,361.9221057,1,0,990,0.1,6,0.19,3
507,Assam,196.9166619,3,0,765,0.22,6,0.61,3
507,Madhya Pradesh,1625.279469,3,0,927,0.15,8,0.26,1
507,Meghalaya,1049.019879,1,1,857,0.2,6,0.1,2
508,Maharashtra,2106.14327,2,1,1087,0.19,9,0.46,1
508,Meghalaya,901.7832391,1,1,218,0.25,6,0.46,2
508,Mizoram,253.1668142,3,0,1008,0.15,10,0.13,1
509,Andhra Pradesh,1168.923993,1,1,1354,0.01,5,0.34,2
509,Himachal Pradesh,2337.947675,1,1,1297,0.02,3,0.29,2
509,Sikkim,2655.86993,2,0,26,0.23,1,0.42,0
509,Tripura,2215.354044,3,1,1077.5,0.1,2.5,0.21,2
510,Madhya Pradesh,1979.697347,1,0,770,0.38,6,0.09,0
510,Rajasthan,1762.136734,1,1,754,0.2,6,0.56,2
511,Madhya Pradesh,1553.241522,1,0.5,170.5,0.045,2.5,0.21,0
511,Meghalaya,2252.024425,1,1,532,0.27,3,0.37,2
511,Punjab,1998.305089,2.666666667,0.666666667,564.3333333,0.193333333,6,0.246666667,2
512,Andhra Pradesh,2007.811437,2,0,1038,0.06,6,0.22,3
512,Nagaland,1161.593072,2,1,1227,0.31,6,0.27,2
513,Himachal Pradesh,1046.390914,4,0,793,0.05,4,0.13,3
513,Karnataka,2244.756107,1,0,361,0.23,5,0.39,0
513,Rajasthan,2096.24851,5,1,71,0.12,11,0.41,1
513,West Bengal,2395.072604,3,0.5,506.5,0.015,4.5,0.415,0
514,Chhattisgarh,825.5392177,2,0,486,0.25,8,0.3,1
514,Nagaland,1589.145266,1,1,719,0.05,2,0.28,2
514,Rajasthan,2665.991415,2,1,223,0.28,5,0.2,2
514,Tripura,1707.644126,1,1,714,0.12,4,0.26,2
515,Bihar,1681.775385,3,0,626,0.16,8,0.22,1
515,Haryana,802.0588874,2,0,1054,0.11,5,0.27,3
515,Jharkhand,1712.655822,3,0,682,0.05,5,0.21,0
515,Karnataka,2054.312023,1,1,1425,0.18,3,0.18,2
515,Kerala,50,3,0,162,0.2,9,0.1,1
515,Uttarakhand,1322.798811,1,1,111,0.16,4,0.51,2
516,Jammu and Kashmir,1608.228626,2,0,884,0.15,2,0.4,3
516,Odisha,50,3,0,1122,0.27,4,0.43,3
516,Tamil Nadu,1683.649695,2,0,482,0.13,5,0.75,0
517,Bihar,1605.036711,1,1,735,0.15,6,0.43,2
517,Gujarat,2107.0953,1,0,208,0.17,3,0.47,0
517,Haryana,1453.110426,2,1,155,0.18,10,0.59,1
517,Jharkhand,1561.773032,1,0,705,0.28,3,0.5,0
517,Madhya Pradesh,2201.87135,1.5,0.5,348.5,0.115,3.5,0.145,0
517,Maharashtra,2189.12466,3,1,747,0.18,7,0.32,2
517,Punjab,851.4695839,2,1,648,0.27,6,0.26,2
518,Goa,3132.210701,3,0,1281,0.24,3,0.59,3
518,Jammu and Kashmir,778.3834843,1,0,26,0.25,4,0.33,0
518,Meghalaya,2371.832049,3,1,715,0.15,1,0.21,2
518,West Bengal,1888.34662,1,0,38,0.16,4,0.03,0
519,Assam,1873.883322,3,1,835,0.25,3,0.28,2
